timestamp,likes,comments,hasImages,postUrl,text
"","0","0",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7491878392988893184/","GPU rental rates keep rising even as more capacity comes online 💡   Since January:  > A100 rates are up 23%, from $1.30 to $1.60 per GPU-hour  > H100 rates are up 25%, from $2.15 to $2.70  > B200 rates are up 27%, from $4.40 to $5.60, after briefly moving above $6 in March  Even H200 pricing has increased from around $2.60 in May to roughly $3 today  It’s strong evidence that, so far, there are no signs of overbuilding and that, if anything, there is still a GPU shortage  The strength in A100 and H100 pricing is especially important. Better software and inference optimization are extending their useful lives and increasing the revenue generated per GPU, which could support depreciation schedules longer than three years."
"","0","0",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7491833109861117953/","Humanoid Robot Shipments in 2025  Unitree (G1) — 5,500 units Agibot (A2) — 5,168 units Other — 1,350 units UBTech (Walker S2) — 1,000 units LejuRobot (KUAVO 4Pro) — 500 units EngineAI (PM01) — 400 units Fourier (GR-1) — 300 units Figure (Figure 03) — 150 units Agility Robotics (Digit) — 150 units Tesla (Optimus Gen2) — 150 units"
"","0","0",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7491742540455395328/","CXMT WEIGHS 2ND BEIJING DRAM FAB.   China’s top DRAM maker is in early talks for local government backing to build another 12-inch fab in Beijing’s Yizhuang district, where it already operates a plant with capacity of about 100,000 wafers per month.  Separately, new fabs under construction in Shanghai and Hefei are expected to more than double CXMT’s total capacity to over 600,000 wafers per month.   The proposed Beijing fab is not included in that figure, and its capacity, cost and timeline remain unknown.  CXMT ranks fourth globally, while Samsung, SK Hynix and Micron still control nearly 90% of the DRAM market."
"","0","0",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7491697222280183808/","Nvidia & Google swallow HBM capacity. 💡"
"","0","0",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7491651906214490112/","5 largest advertising platforms by revenue.  Google Search: $243B (+17%) Meta: $223B (+27%) Amazon: $76B (+26%) YouTube: $43B (+13%) LinkedIn: $20B (+12%)"
"","0","0",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7491557530809311232/","JUST IN: 🇨🇳🇺🇸 China imposes new sanctions on United States following US restrictions on Chinese drones and robots. 🤔"
"","0","0",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7491516027386728448/","Top Sectors for Global Foreign Direct Investment (2025)  Greenfield FDI only — Total: $1.1 Trillion  1. 📡 Communications — $346B (31% of all global FDI) 2. ♻️ Renewable Energy — $200B (18%) 3. 💾 Semiconductors — $138B 4. 🏢 Real Estate — $112B 5. ⛏️ Metals — $64B 6. ⛽ Coal, Oil & Gas — $61B 7. 🚛 Transport & Warehousing — $58B 8. 🧪 Chemicals — $35B 9. 💻 Software & IT Services — $39B 10. 🚗 Auto Manufacturing — $32B"
"","0","0",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7491470831705989122/","AI Boom is the largest investment surge in history. 💡   Big Tech spent $450bn on infrastructure last year.  This year it is tracking $900 Billion.  2027 is projected at $1.4 trillion.  More than $400bn has already been borrowed to fund it."
"","0","0",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7491410310604447744/","Anatomy of a Black Hole ⚫  1. Event Horizon : Boundary where the velocity needed to escape the black hole equals light speed.  2. Accretion Disk : A hot disk of gas orbiting the black hole and its main source of light.  3. Singularity : A theoretical point at the very center of a black hole where matter is crushed to infinite density.   4. Photon Sphere : Thin rings of light appearing at the edge of the event horizon shadow.  5. Particle Jets : Streams of matter moving away from the black hole at nearly the speed of light."
"","0","0",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7491380110135255040/","TSMC cannot move to the next stage of production until an adequate supply of DRAM becomes available.  Apple has long relied on TSMC to fulfill orders for millions of chipsets, but this year could be different. The world's largest semiconductor manufacturer is reportedly sitting on $1 billion worth of Apple A20 Pro SoCs, though the delay is not of its own making."
"","0","0",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7491334903926804480/","Top 15 Countries with the Most Government Debt in 2026  1. 🇺🇸 United States - $40.739 Trillion 2. 🇨🇳 China - $22.290 Trillion 3. 🇯🇵 Japan - $8.951 Trillion 4. 🇬🇧 United Kingdom - $4.418 Trillion 5. 🇫🇷 France - $4.258 Trillion 6. 🇮🇹 Italy - $3.790 Trillion 7. 🇩🇪 Germany - $3.523 Trillion 8. 🇮🇳 India - $3.464 Trillion 9. 🇨🇦 Canada - $2.776 Trillion 10. 🇧🇷 Brazil - $2.544 Trillion 11. 🇪🇸 Spain - $2.054 Trillion 12. 🇲🇽 Mexico - $1.330 Trillion 13. 🇸🇬 Singapore - $1.134 Trillion 14. 🇦🇺 Australia - $1.075 Trillion 15. 🇰🇷 South Korea - $1.050 Trillion  Source: 2026 projections, IMF"
"","0","0",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7493463849589723137/","The Mag 7 have completely split since July 29th.  🟢 Microsoft: +28.6% 🟢 Amazon: +20.4% 🟢 Nvidia: +10.4% 🟢 Tesla: +7.6% 🟢 Google: +7.6% 🟡 Meta: +0.25% 🔴 Apple: -9.3%  Microsoft and Amazon are absolutely ripping while Apple is getting crushed.  Seven mega-cap stocks. Seven completely different stories. 👀"
"","0","0",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7493365710249730048/","Harvard adds TSMC to their portfolio. 📈"
"","0","0",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7493327968551751680/","Apple has been replaced by Nvidia 💡   Shift from Smartphones to Servers."
"","0","0",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7493301000204668928/","World's Largest Military Budgets (2025)  🇺🇸 U.S. — $921B 🇨🇳 China — $251B 🇷🇺 Russia — $186B 🇩🇪 Germany — $107B 🇬🇧 UK — $94B 🇮🇳 India — $78B 🇸🇦 Saudi Arabia — $73B 🇫🇷 France — $70B 🇯🇵 Japan — $59B"
"","0","0",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7493282775412715522/","Stock Market hits 2nd most expensive valuation in history, far surpassing the Crash of 1929 and only slightly behind the Dot Com Bubble 🚨 🚨"
"","0","0",yes,"","Apple has started testing memory chips from China’s 🇨🇳 CXMT in products including iPhones and MacBooks.  Apple has held early talks with CXMT about supplying components with the goal of using them in some devices sold in China.  Apple hopes to win the White House’s blessing to do business with the Chinese company which it currently does not have."
"","0","0",yes,"","Top US companies by revenue 💵"
"2026-08-13T07:57:50.609+08:00","0","0",yes,"","Vera Rubin BOM & Server Costs 💡   Conventional Server BOM & Memory Cost Trends  > Surging Memory Share: Memory now accounts for roughly 69% of the Bill of Materials (BOM) cost for a conventional data center server (loaded with 16 DIMMs of 64GB DRAM and 3.84TB NAND), a sharp rise from 40% in 2025.  > Cost Escalation: Driven by rising DDR and NAND contract pricing, incremental memory costs alone are estimated to drive a 127% increase in overall conventional server costs (totaling $26,077 up from $11,513).  > Component Breakdown:  DRAM costs show a 315% YoY surge ($14,624 total, representing 56% of cost).  NAND NVMe Gen4 costs show a 227% YoY increase ($3,379 total, representing 13% of cost).  AI Server Superchip Memory Projections (GB300, VR200, VR300)  > GB300 (2026): Total HBM3E and LPDDR5X costs per superchip are estimated at $9.7k (53% to 58% of total cost), translating to approximately $350k per rack.  > VR200 (2026–2027): Combined HBM4 and SOCAMM2 costs sit at $24.3k (62% of cost) in 2026, climbing to 70% of the total in 2027. Per-rack memory costs move from $875k in 2026 to $1.143m in 2027.  > VR300 (2027): Assuming 756GB HBM4E 12-Hi and SOCAMM2, superchip memory costs could reach $35.5k (77% of total superchip cost), driving per-rack memory costs to a massive $1.273m.  Macro Rack-Level Trajectory  > Milestone Threshold: Total memory costs are projected to comfortably exceed US$1 million per Vera Rubin rack by 2027.  > Structural Shift: Across the AI server lineup, total memory costs as a percentage of the overall stack continue a heavy upward trajectory, moving from an already substantial 58% for the GG300 up to 77% for the VR300.  For reference, this is from late May.   $NVDA $MU $DRAM $EWY"
"","0","0",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7492422015513948160/","Entire AI infrastructure value chain 💡"
"","0","0",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7492376687293177856/","Share of Online Articles (May 2025)  🤖 AI-generated articles — 51.7% 👤 Human-generated articles — 48.3%"
"","0","0",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7492265447590072320/","Definitely AI cannot beat Human brain interms of Watts. 🎯"
"2026-08-14T22:17:54.157+08:00","0","0",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7494007463785082880/","Types of Advanced Nuclear Reactors (Size & Output)  Microreactor — 1 MW – 20 MW  Small Modular Reactor — 20 MW – 300 MW  Large Scale Reactor — 300 MW – 1,000+ MW"
"2026-08-14T22:17:54.157+08:00","0","0",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7493989768448327680/","Seems like Cyber attacks are legal & official now 😅"
"2026-08-14T22:17:54.157+08:00","0","0",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7493916838687399937/","How AI grows and what memory it needs at each step. 💡   Stage 1 is training.   HBM demand sits at Extreme. Conventional DRAM, NAND SSDs, and even HDDs are High.  Tape is Moderate.  This is the heavy phase that first put HBM in the spotlight.  Stage 2 is basic chatbot inference.   Overall demand eases. HBM stays High, but DRAM, NAND, HDD, and tape drop to Moderate or Low.  Once the model is trained, simple chat needs less raw resources.  Stage 3 is advanced inference with long context, RAG, and reasoning.  HBM returns to Extreme.  NAND Flash and enterprise SSDs also hit Extreme.  DRAM is High and HDDs Moderate. Longer contexts and retrieval pull far more data through the system.  Stage 4 is agentic AI.  This is the real shift.  Conventional DRAM and NAND both go Extreme.  HDDs rise to High.  HBM remains High.  Agents that plan, remember past steps, and use tools need large amounts of working memory and persistent storage, not just the absolute fastest chips.  The simple takeaway is clear.   Early AI mostly lifted HBM and high-end DRAM.  As systems move toward smarter agents, NAND SSDs and even hard drives become critical too. More data has to be stored, retrieved, and kept ready for longer periods.  That puts companies tied to DRAM, NAND/SSDs, HDDs, and the Korean memory makers squarely in the path of the next demand wave.  AI is not a single boom.  Each new stage pulls different parts of the memory and storage stack.   We are already past pure training and basic chat. The next phase of advanced reasoning and agents looks set to broaden the lift across more of the stack."
"2026-08-14T22:17:54.157+08:00","0","0",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7493871526476419072/","The World’s Top Manufacturing Powers (2005-2025) 💡"
"2026-08-14T22:18:13.257+08:00","0","0",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7493826241548926976/","wow! 🧐  I was thinking Intel sold NAND flash business to SK hynix, not so long time ago, Just for $9 billion 🤔  Now looking at SanDisk marketcap 🤯"
"2026-08-14T22:18:22.591+08:00","0","0",yes,"","Copper is winning the AI data center race today but a handoff to light based chips will flip that by 2030.   Copper wiring moves data as electrical signals through metal, which is why it has powered every data center for decades, since it's cheap to manufacture, uses very little power, and is extremely reliable and easy to repair. The catch is physics because at extremely high speeds modern AI chips demand, electrical signals degrade fast as they travel through metal, so copper only works reliably over very short distances, typically 1-2 meters at 200 gigabit per second lane speeds, which happens to be almost exactly the width of a single server rack. That's precisely why copper still dominates connections between GPUs sitting inches apart inside the same rack today, a use case called scale-up, while it already struggles more in scale-out connections that stretch between racks across the data center floor.  Optical, or light based, connections solve that distance problem because light signals traveling through fiber don't degrade the way electricity does over metal, so they can carry massive amounts of data across much longer distances without losing signal quality. Co packaged optics or CPO, takes this further by placing the optical engine directly onto the same chip package as the switch or GPU itself, rather than in a separate pluggable module, which cuts power consumption and latency even more. The chart's orange area growing over time represents this shift toward CPO steadily replacing copper as AI chips get faster and copper's usable range keeps shrinking."
"2026-08-14T22:18:22.591+08:00","0","0",yes,"","first half of 2026 looks pretty good!"
"2026-08-14T22:18:22.591+08:00","0","0",yes,"","Top Countries by Natural Resource Value."
"2026-08-14T22:18:31.989+08:00","0","0",yes,"","The Mag 7 have completely split since July 29th.  🟢 Microsoft: +28.6% 🟢 Amazon: +20.4% 🟢 Nvidia: +10.4% 🟢 Tesla: +7.6% 🟢 Google: +7.6% 🟡 Meta: +0.25% 🔴 Apple: -9.3%  Microsoft and Amazon are absolutely ripping while Apple is getting crushed.  Seven mega-cap stocks. Seven completely different stories. 👀"
"2026-08-14T22:18:41.929+08:00","0","0",yes,"","Harvard adds TSMC to their portfolio. 📈"
"2026-08-14T22:18:41.929+08:00","0","0",yes,"","Apple has been replaced by Nvidia 💡   Shift from Smartphones to Servers."
"2026-08-14T22:18:41.929+08:00","0","0",yes,"","World's Largest Military Budgets (2025)  🇺🇸 U.S. — $921B 🇨🇳 China — $251B 🇷🇺 Russia — $186B 🇩🇪 Germany — $107B 🇬🇧 UK — $94B 🇮🇳 India — $78B 🇸🇦 Saudi Arabia — $73B 🇫🇷 France — $70B 🇯🇵 Japan — $59B"
"2026-08-14T22:18:51.204+08:00","0","0",yes,"","Stock Market hits 2nd most expensive valuation in history, far surpassing the Crash of 1929 and only slightly behind the Dot Com Bubble 🚨 🚨"
"2026-08-14T22:19:00.684+08:00","0","0",yes,"","Apple has started testing memory chips from China’s 🇨🇳 CXMT in products including iPhones and MacBooks.  Apple has held early talks with CXMT about supplying components with the goal of using them in some devices sold in China.  Apple hopes to win the White House’s blessing to do business with the Chinese company which it currently does not have."
"2026-08-14T22:19:10.570+08:00","0","0",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7493101457395830784/","Top US companies by revenue 💵"
"2026-08-14T22:19:10.570+08:00","0","0",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7493003316147359744/","Sandisk $SNDK data center revenue jumped +103% from last quarter and +1,298% YoY 🤯"
"2026-08-14T22:19:20.033+08:00","0","0",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7492965608502956032/","AI chip Market: Training vs Inference"
"2026-08-14T22:19:20.033+08:00","0","0",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7492920361987014656/","The Longest Equation in Physics 💡   The model Lagrangian is a mathematical expression that summarizes the Standard Model of particle physics, which is the most successful theory of the fundamental interactions between elementary particles. It is composed of four different parts, each describing a different aspect of the Standard Model.  The model Lagrangian is written in a compact notation that uses symbols and operators from quantum field theory, such as covariant derivatives, field strength tensors, Dirac matrices, and gauge group generators. It also uses various constants and parameters that are determined by experiments, such as coupling constants, masses, and mixing angles.   It is one of the longest equations in physics because it contains many terms and factors that account for all the possible interactions and symmetries of the Standard Model.   It was transcribed by Thomas Gutierrez who derived it from Martinus Veltman's   Diagrammatica: The Path to Feynman Diagrams."
"2026-08-14T19:56:29.713+08:00","0","0",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7492829677250600962/","Vera Rubin BOM & Server Costs 💡   Conventional Server BOM & Memory Cost Trends  > Surging Memory Share: Memory now accounts for roughly 69% of the Bill of Materials (BOM) cost for a conventional data center server (loaded with 16 DIMMs of 64GB DRAM and 3.84TB NAND), a sharp rise from 40% in 2025.  > Cost Escalation: Driven by rising DDR and NAND contract pricing, incremental memory costs alone are estimated to drive a 127% increase in overall conventional server costs (totaling $26,077 up from $11,513).  > Component Breakdown:  DRAM costs show a 315% YoY surge ($14,624 total, representing 56% of cost).  NAND NVMe Gen4 costs show a 227% YoY increase ($3,379 total, representing 13% of cost).  AI Server Superchip Memory Projections (GB300, VR200, VR300)  > GB300 (2026): Total HBM3E and LPDDR5X costs per superchip are estimated at $9.7k (53% to 58% of total cost), translating to approximately $350k per rack.  > VR200 (2026–2027): Combined HBM4 and SOCAMM2 costs sit at $24.3k (62% of cost) in 2026, climbing to 70% of the total in 2027. Per-rack memory costs move from $875k in 2026 to $1.143m in 2027.  > VR300 (2027): Assuming 756GB HBM4E 12-Hi and SOCAMM2, superchip memory costs could reach $35.5k (77% of total superchip cost), driving per-rack memory costs to a massive $1.273m.  Macro Rack-Level Trajectory  > Milestone Threshold: Total memory costs are projected to comfortably exceed US$1 million per Vera Rubin rack by 2027.  > Structural Shift: Across the AI server lineup, total memory costs as a percentage of the overall stack continue a heavy upward trajectory, moving from an already substantial 58% for the GG300 up to 77% for the VR300.  For reference, this is from late May.   $NVDA $MU $DRAM $EWY"
"2026-08-14T22:19:29.713+08:00","0","0",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7492784458719232000/","Samsung Foundry’s 4nm Capacity Fully Booked as 5nm Orders Rise, Expanding into AI and Servers 💡   Samsung Electronics' foundry business is stepping up its sales push for its 5nm process. The move is read as offering 5nm as an alternative now that utilization of the in-demand 4nm node has hit its ceiling.  According to semiconductor industry sources on the 5th, Samsung Foundry's 4nm process is expected to remain at full capacity through next year.  ""As Samsung Electronics' HBM4 order volumes have surged, 4nm line utilization has shot up,"" one industry source said. ""The foundry's largest customer has become the memory division.""  On top of that, volumes for U.S.-based Nvidia's inference LPU ""Groq3"" have reportedly exceeded expectations, further contributing to the 4nm full-capacity situation.  In response, Samsung Foundry is presenting 5nm as an alternative to customers seeking 4nm. The strategy is to pitch the 5nm process — where yield and performance are already proven — as a value-oriented substitute for fabless customers who find it difficult to move up to the 2nm and 3nm nodes given the higher cost burden versus 4nm.  ""The 2–3nm leading-edge nodes carry a heavy burden for customers in terms of yield and cost, and the 4nm line is already full,"" the source said. ""Samsung Electronics is actively proposing its yield-stabilized 5nm process as an alternative, and fabless companies are viewing it favorably.""  The 5nm process is classified as a dedicated automotive line. Hyundai Motor's ADAS chip targeting mass production in 2030, Bos Semiconductor's SoC, and Telechips' automotive AP ""Dolphin7"" are all slated for volume production on SF5A, the automotive-specific process.  More recently, its scope of application has been broadening into server and high-performance AI/NPU chips.  ""The 5nm process is also well suited to implementing high-performance server chips, so licensing agreements with overseas fabless firms have been coming in one after another,"" another industry source explained. ""Over the past three to four months, customer demand for 5nm has clearly increased versus the past.""  Overloading on Taiwan's TSMC leading-edge lines and global geopolitical factors are also working in favor of Samsung Foundry's 5nm order intake. As supply-demand on TSMC's 3nm, 4nm and 5nm lines tightens, Chinese and Indian fabless firms are turning to Samsung's 5nm line both to meet their fine-node requirements and to circumvent sanctions.  ""For Chinese and Indian fabless companies that need to secure leading-edge-class performance amid U.S. sanctions on China, Samsung Foundry is a realistic alternative,"" a Samsung Foundry supply-chain partner said. ""Samsung is absorbing even the smaller-volume customers pushed out of TSMC, so it is reaping spillover benefits on the 5nm process."""
"2026-08-14T22:19:39.135+08:00","0","0",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7492739079596367872/","Production will be handled by joint venture, 60% Sony & 40% TSMC"
"2026-08-14T22:19:39.135+08:00","0","0",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7492603173522812929/","Entire AI infrastructure value chain 💡"
"2026-08-14T22:19:48.597+08:00","0","0",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7492557887026864128/","Share of Online Articles (May 2025)  🤖 AI-generated articles — 51.7% 👤 Human-generated articles — 48.3%"
"2026-08-14T22:19:48.597+08:00","0","0",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7492467273853526016/","Definitely AI cannot beat Human brain interms of Watts. 🎯"
"2026-08-14T22:19:48.597+08:00","0","0",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7492444640529461248/","Anthropic confirms it is building an in-house silicon team to design custom chips that make Claude faster and more efficient at scale.  The company will co-design hardware and models while keeping $AMZN, $GOOGL, $NVDA and $AMD central to its multi-chip strategy."
"2026-08-14T22:19:57.904+08:00","0","0",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7492422015513948160/","$8.3 Trillion is now sitting in money market funds, an all-time high 🚨 🤑 💰"
"2026-08-14T22:19:57.904+08:00","0","0",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7492376687293177856/","Nvidia's Key Suppliers 💡   IP: $ARM Fab: $TSM $INTC Memory: $MU $SNDK $WDC Packaging: $ASX $AMKR $CAMT Equipment: $KLAC $LRCX $ASML $KEYS Networking: $COHR $GLW $FN $LITE $APH Servers OEMs: $DELL $SMCI $JBL Power Systems: $FLEX $ETN $VRT Power Electronics: $STM $ADI $MPWR $NVTS $ON"
"2026-08-14T22:19:57.904+08:00","0","0",yes,"https://www.linkedin.com/feed/update/urn:li:activity:7492265447590072320/","First offices of 6 companies worth a combined $22 trillion."
